fclass,name,id,address,city,region,postcode
pedestrian,King Edward Street,656,"7 King Edward Street, Leeds, LS1 6AX, Yorkshire and the Humber",Leeds,Yorkshire and the Humber,LS1 6AX
footway,Ship Inn Yard,450,"69-70 Briggate, Leeds, LS1 6LH, Yorkshire and the Humber",Leeds,Yorkshire and the Humber,LS1 6LH
footway,Ship Inn Yard,536,"Unit MSU1, The Core Shopping Centre, Lands Lane, Leeds, LS1 6JE, Yorkshire and the Humber",Leeds,Yorkshire and the Humber,LS1 6JE
footway,Angel Inn Yard,450,"69-70 Briggate, Leeds, LS1 6LH, Yorkshire and the Humber",Leeds,Yorkshire and the Humber,LS1 6LH
footway,Angel Inn Yard,536,"Unit MSU1, The Core Shopping Centre, Lands Lane, Leeds, LS1 6JE, Yorkshire and the Humber",Leeds,Yorkshire and the Humber,LS1 6JE
footway,Pack Horse Yard,537,"20 Albion Place, Leeds, LS1 6JS, Yorkshire and the Humber",Leeds,Yorkshire and the Humber,LS1 6JS
footway,Minor and Scurr's Yard,537,"20 Albion Place, Leeds, LS1 6JS, Yorkshire and the Humber",Leeds,Yorkshire and the Humber,LS1 6JS
footway,Change Alley,241,"50 Albion Street, Leeds, LS1 6AD, Yorkshire and the Humber",Leeds,Yorkshire and the Humber,LS1 6AD
secondary,High Street,280,"28 High Street, Newcastle Upon Tyne, NE3 1NQ, North East",Newcastle Upon Tyne,North East,NE3 1NQ
pedestrian,College Court,1018,"46 Westgate Street, Gloucester, GL1 2NF, South West",Gloucester,South West,GL1 2NF
service,Weston Park,808,"Unit 13, Adam's Walk, Eden Street, Kingston Upon Thames, KT1 1DF, Greater London",Kingston Upon Thames,Greater London,KT1 1DF
trunk,Battersea Rise,985,"93-95 St. John's Road, London, SW11 1QY, Greater London",London,Greater London,SW11 1QY
service,Granby Place,751,"119-120 Lower Marsh, London, SE1 7AE, Greater London",London,Greater London,SE1 7AE
tertiary,North Road,595,"55 North Road, Durham, DH1 4SF, North East",Durham,North East,DH1 4SF
tertiary,Regent Street,949,"Regent Square House, 75-77 Parade, Leamington Spa, CV32 4NL, West Midlands",Leamington Spa,West Midlands,CV32 4NL
tertiary,Regent Street,350,"51 Regent Street, Leamington Spa, CV32 5EE, West Midlands",Leamington Spa,West Midlands,CV32 5EE
footway,Brewer's Lane,986,"52 George Street, Richmond Upon Thames, TW9 1HJ, Greater London",Richmond Upon Thames,Greater London,TW9 1HJ
pedestrian,Oakfield Road,567,"Unit 1, 177-185 High Road, Ilford, IG1 1DG, Greater London",Ilford,Greater London,IG1 1DG
unclassified,,794,"145-155 King Street, London, W6 9JT, Greater London",London,Greater London,W6 9JT
primary,Whitehall,857,"7 Whitehall, London, SW1A 2DD, Greater London",London,Greater London,SW1A 2DD
primary,Whitehall,857,"7 Whitehall, London, SW1A 2DD, Greater London",London,Greater London,SW1A 2DD
primary,Strand,133,"460 Strand, London, WC2R 0RG, Greater London",London,Greater London,WC2R 0RG
footway,Talbot Court,766,"11 Talbot Court, London, EC3V 0BP, Greater London",London,Greater London,EC3V 0BP
pedestrian,Broadgate,550,"62-64 Broadgate, Coventry, CV1 1NF, West Midlands",Coventry,West Midlands,CV1 1NF
footway,,35,"Unit t5, Two Rivers, Mustard Mill Road, Staines, TW18 4BL, South East",Staines,South East,TW18 4BL
pedestrian,Kirkgate,517,"Unit 2, 51-59 Kirkgate, Bradford, BD1 1PZ, Yorkshire and the Humber",Bradford,Yorkshire and the Humber,BD1 1PZ
pedestrian,,483,"Potters Field, More London Place, London, SE1 2JP, Greater London",London,Greater London,SE1 2JP
secondary,Turnham Green Terrace,433,"20-22 Turnham Green Terrace, London, W4 1QP, Greater London",London,Greater London,W4 1QP
pedestrian,Cornhill,414,"2 South Street, Dorchester, DT1 1BL, South West",Dorchester,South West,DT1 1BL
pedestrian,Durngate Street,414,"2 South Street, Dorchester, DT1 1BL, South West",Dorchester,South West,DT1 1BL
unclassified,Station Approach,594,"Unit B13, The Balcony, Waterloo Station, London, SE1 7LY, Greater London",London,Greater London,SE1 7LY
footway,,1010,"Unit 17, St. Nicholas Shopping Centre, St. Nicholas Way, Sutton, SM1 1AY, Greater London",Sutton,Greater London,SM1 1AY
unclassified,Bridge Street,463,"34-35 Bridge Street, Cambridge, CB2 1UW, East Of England",Cambridge,East Of England,CB2 1UW
pedestrian,Sidney Street,136,"1-2 Bridge Street, Cambridge, CB2 1UA, East Of England",Cambridge,East Of England,CB2 1UA
pedestrian,Museum Street,60,"40 Museum Street, London, WC1A 1LU, Greater London",London,Greater London,WC1A 1LU
unclassified,Museum Street,535,"34 New Oxford Street, London, WC1A 1AP, Greater London",London,Greater London,WC1A 1AP
unclassified,Alaska Street,737,"81-83 Waterloo Road, London, SE1 8UD, Greater London",London,Greater London,SE1 8UD
unclassified,Alaska Street,738,"22 Cornwall Road, London, SE1 8TW, Greater London",London,Greater London,SE1 8TW
unclassified,Brad Street,738,"22 Cornwall Road, London, SE1 8TW, Greater London",London,Greater London,SE1 8TW
pedestrian,Cornwall Road,738,"22 Cornwall Road, London, SE1 8TW, Greater London",London,Greater London,SE1 8TW
primary,High Street,1014,"20 High Street, Beckenham, BR3 1AY, Greater London",Beckenham,Greater London,BR3 1AY
pedestrian,Elvet Bridge,422,"18 Elvet Bridge, Durham, DH1 3AA, North East",Durham,North East,DH1 3AA
pedestrian,Cannon Street,368,"Unit 1, 40 New Street, Birmingham, B2 4EG, West Midlands",Birmingham,West Midlands,B2 4EG
unclassified,Grindal Street,751,"119-120 Lower Marsh, London, SE1 7AE, Greater London",London,Greater London,SE1 7AE
footway,The Precinct,970,"54 The Precinct, Coventry, CV1 1DX, West Midlands",Coventry,West Midlands,CV1 1DX
pedestrian,Lower Precinct,970,"54 The Precinct, Coventry, CV1 1DX, West Midlands",Coventry,West Midlands,CV1 1DX
footway,,645,"38-44 Upper Precinct, Coventry, CV1 1DE, West Midlands",Coventry,West Midlands,CV1 1DE
footway,,645,"38-44 Upper Precinct, Coventry, CV1 1DE, West Midlands",Coventry,West Midlands,CV1 1DE
footway,,645,"38-44 Upper Precinct, Coventry, CV1 1DE, West Midlands",Coventry,West Midlands,CV1 1DE
unclassified,Saddler Street,979,"14 Market Place, Durham, DH1 3NE, North East",Durham,North East,DH1 3NE
pedestrian,Hertford Square,374,"74 Hertford Street, Coventry, CV1 1LB, West Midlands",Coventry,West Midlands,CV1 1LB
service,,373,"Unit E, Skydome Leisure Complex, Croft Road, Coventry, CV1 3AZ, West Midlands",Coventry,West Midlands,CV1 3AZ
service,,372,"Unit E, Skydome Leisure Complex, Croft Road, Coventry, CV1 3AZ, West Midlands",Coventry,West Midlands,CV1 3AZ
footway,,645,"38-44 Upper Precinct, Coventry, CV1 1DE, West Midlands",Coventry,West Midlands,CV1 1DE
primary,Tooley Street,175,"90 Tooley Street, London, SE1 2TH, Greater London",London,Greater London,SE1 2TH
pedestrian,Wall Street,274,"Unit Kiosk B, 13 Wall Street, Liverpool, L1 8JQ, North West",Liverpool,North West,L1 8JQ
tertiary,Cotham Hill,401,"62 Cotham Hill, Bristol, BS6 6JR, South West",Bristol,South West,BS6 6JR
primary,Gray's Inn Road,9,"4 Gray's Inn Road, London, WC1X 8HG, Greater London",London,Greater London,WC1X 8HG
unclassified,Little Queen Street,565,"Unit 2a, Grand Buildings, Jameson Street, Hull, HU1 3JX, Yorkshire and the Humber",Hull,Yorkshire and the Humber,HU1 3JX
unclassified,Druid Street,174,"186 Tooley Street, London, SE1 2TZ, Greater London",London,Greater London,SE1 2TZ
primary,Borough High Street,792,"2-4 Southwark Street, London, SE1 1TQ, Greater London",London,Greater London,SE1 1TQ
residential,Dimes Place,157,"100 King Street, London, W6 0QW, Greater London",London,Greater London,W6 0QW
primary,Wheatfield Way,808,"Unit 13, Adam's Walk, Eden Street, Kingston Upon Thames, KT1 1DF, Greater London",Kingston Upon Thames,Greater London,KT1 1DF
pedestrian,High Street,599,"257 High Street, London, E17 7BH, Greater London",London,Greater London,E17 7BH
pedestrian,High Street,353,"37-39 Fore Street, Taunton, TA1 1HR, South West",Taunton,South West,TA1 1HR
pedestrian,High Street,411,"21 Fore Street, Taunton, TA1 1JA, South West",Taunton,South West,TA1 1JA
unclassified,White Hart Yard,919,"59-61 Borough High Street, London, SE1 1NE, Greater London",London,Greater London,SE1 1NE
tertiary,High Street,586,"258-260 High Street, Orpington, BR6 0NB, Greater London",Orpington,Greater London,BR6 0NB
tertiary,High Street,587,"195-197 High Street, Orpington, BR6 0PF, Greater London",Orpington,Greater London,BR6 0PF
tertiary,High Street,589,"202-206 High Street, Orpington, BR6 0JN, Greater London",Orpington,Greater London,BR6 0JN
tertiary,High Street,588,"104 High Street, Orpington, BR6 0JY, Greater London",Orpington,Greater London,BR6 0JY
residential,Station Road,809,"38 Station Road, Clacton-On-Sea, CO15 1SX, East Of England",Clacton-On-Sea,East Of England,CO15 1SX
primary,High Street North,615,"40 High Street North, Dunstable, LU6 1LA, East Of England",Dunstable,East Of England,LU6 1LA
pedestrian,Stephen Street,944,"233 High Street, Exeter, EX4 3NE, South West",Exeter,South West,EX4 3NE
secondary,Deansgate,992,"67 Deansgate, Bolton, BL1 1HQ, North West",Bolton,North West,BL1 1HQ
footway,,568,"20 Church Street, Kingston Upon Thames, KT1 1RJ, Greater London",Kingston Upon Thames,Greater London,KT1 1RJ
unclassified,Great Maze Pond,882,"Great Maze Pond, St. Thomas Street, London, SE1 9RT, Greater London",London,Greater London,SE1 9RT
pedestrian,Joiner Street,882,"Great Maze Pond, St. Thomas Street, London, SE1 9RT, Greater London",London,Greater London,SE1 9RT
pedestrian,Inverness Street,499,"213-219 Camden High Street, London, NW1 7BT, Greater London",London,Greater London,NW1 7BT
service,Charles Lane,987,"130 St. Johns Wood High Street, London, NW8 7SE, Greater London",London,Greater London,NW8 7SE
residential,Mornington Terrace,699,"57 Mornington Terrace, London, NW1 7RU, Greater London",London,Greater London,NW1 7RU
footway,Mary Terrace,314,"89 Camden High Street, London, NW1 7JL, Greater London",London,Greater London,NW1 7JL
unclassified,Chalton Street,694,"120 Euston Road, London, NW1 2AL, Greater London",London,Greater London,NW1 2AL
service,Dorset Close,626,"137 Gloucester Place, London, NW1 5AL, Greater London",London,Greater London,NW1 5AL
secondary,Nottingham Street,692,"71 Marylebone High Street, London, W1U 5JN, Greater London",London,Greater London,W1U 5JN
footway,,181,"Unit 4, The Griffin Centre, Market Place, Kingston Upon Thames, KT1 1JT, Greater London",Kingston Upon Thames,Greater London,KT1 1JT
service,Bishop's Hall,182,"11-13 Thames Street, Kingston Upon Thames, KT1 1PH, Greater London",Kingston Upon Thames,Greater London,KT1 1PH
tertiary,The Headrow,981,"38 Lands Lane, Leeds, LS1 6LD, Yorkshire and the Humber",Leeds,Yorkshire and the Humber,LS1 6LD
tertiary,The Headrow,305,"Unit ldu 1, The Basilica, 91-95 The Headrow, Leeds, LS1 6AG, Yorkshire and the Humber",Leeds,Yorkshire and the Humber,LS1 6AG
footway,,95,"Angel Central, 34 Parkfield Street, London, N1 0PS, Greater London",London,Greater London,N1 0PS
footway,,96,"Angel Central, 34 Parkfield Street, London, N1 0PS, Greater London",London,Greater London,N1 0PS
pedestrian,Old Post Office Court,176,"12-14 Davey Place, Norwich, NR2 1PQ, East Of England",Norwich,East Of England,NR2 1PQ
pedestrian,Bedford Street,481,"9-11 Bedford Street, Norwich, NR2 1AR, East Of England",Norwich,East Of England,NR2 1AR
pedestrian,Little London Street,481,"9-11 Bedford Street, Norwich, NR2 1AR, East Of England",Norwich,East Of England,NR2 1AR
tertiary,Bolton Road,522,"Unit 14, The Broadway Bradford, Petergate Mall, Bradford, BD1 1AH, Yorkshire and the Humber",Bradford,Yorkshire and the Humber,BD1 1AH
tertiary,High Street,355,"227-229 High Street, Gateshead, NE8 1AS, North East",Gateshead,North East,NE8 1AS
residential,Fairfield Avenue,315,"3 Bridlington Road, Watford, WD19 7AF, East Of England",Watford,East Of England,WD19 7AF
pedestrian,Lower Temple Street,507,"1-2 Lower Temple Street, Birmingham, B2 4JD, West Midlands",Birmingham,West Midlands,B2 4JD
unclassified,New Street,507,"1-2 Lower Temple Street, Birmingham, B2 4JD, West Midlands",Birmingham,West Midlands,B2 4JD
footway,,19,"61 George Street, Oxford, OX1 2BQ, South East",Oxford,South East,OX1 2BQ
unclassified,Knightsbridge Green,759,"55 Brompton Road, London, SW3 1DP, Greater London",London,Greater London,SW3 1DP
service,,797,"Quaker Way, Mansfield, NG18 1SX, East Midlands",Mansfield,East Midlands,NG18 1SX
primary,Oxford Street,283,"83 Oxford Street, Manchester, M1 6EG, North West",Manchester,North West,M1 6EG
cycleway,,794,"145-155 King Street, London, W6 9JT, Greater London",London,Greater London,W6 9JT
cycleway,,157,"100 King Street, London, W6 0QW, Greater London",London,Greater London,W6 0QW
tertiary,Blue Boar Row,224,"40 Blue Boar Row, Salisbury, SP1 1DA, South West",Salisbury,South West,SP1 1DA
tertiary,Blue Boar Row,225,"45 Blue Boar Row, Salisbury, SP1 1DA, South West",Salisbury,South West,SP1 1DA
steps,,422,"18 Elvet Bridge, Durham, DH1 3AA, North East",Durham,North East,DH1 3AA
footway,,422,"18 Elvet Bridge, Durham, DH1 3AA, North East",Durham,North East,DH1 3AA
pedestrian,,422,"18 Elvet Bridge, Durham, DH1 3AA, North East",Durham,North East,DH1 3AA
pedestrian,,423,"12 Elvet Bridge, Durham, DH1 3AA, North East",Durham,North East,DH1 3AA
footway,,937,"25 New Street, Birmingham, B2 4RQ, West Midlands",Birmingham,West Midlands,B2 4RQ
primary,High Street,640,"84 High Street, London, SE20 7HB, Greater London",London,Greater London,SE20 7HB
primary,High Street,872,"78 High Street, London, SE20 7HB, Greater London",London,Greater London,SE20 7HB
primary,High Street,787,"78 High Street, London, SE20 7HB, Greater London",London,Greater London,SE20 7HB
cycleway,,834,"1 Russell Street, Chester, CH3 5AL, North West",Chester,North West,CH3 5AL
service,Cypress Place,711,"Unit 6, The Qube, 101-106 Tottenham Court Road, London, W1T 4TT, Greater London",London,Greater London,W1T 4TT
unclassified,Princess Street,612,"31 Princess Street, Knutsford, WA16 6BW, North West",Knutsford,North West,WA16 6BW
footway,Hobsons Passage,655,"18-19 Sidney Street, Cambridge, CB2 3HG, East Of England",Cambridge,East Of England,CB2 3HG
footway,Hobsons Passage,469,"22 Sidney Street, Cambridge, CB2 3HG, East Of England",Cambridge,East Of England,CB2 3HG
footway,Coppergate Walk,17,"Unit 5, Coppergate Shopping Centre, St. Marys Square, York, YO1 9NY, Yorkshire and the Humber",York,Yorkshire and the Humber,YO1 9NY
pedestrian,Moulsham Street,41,"6 Moulsham Street, Chelmsford, CM2 0HR, East Of England",Chelmsford,East Of England,CM2 0HR
pedestrian,Moulsham Street,771,"5 Moulsham Street, Chelmsford, CM2 0HR, East Of England",Chelmsford,East Of England,CM2 0HR
pedestrian,Princes Dockside,243,"20 Princes Dock Street, Hull, HU1 2LP, Yorkshire and the Humber",Hull,Yorkshire and the Humber,HU1 2LP
primary,Romsey Road,397,"Oakhill House, 2-6 Romsey Road, Southampton, SO16 4BZ, South East",Southampton,South East,SO16 4BZ
primary,Shirley High Street,256,"43 Shirley High Street, Southampton, SO15 3NN, South East",Southampton,South East,SO15 3NN
tertiary,Bargate Street,581,"Unit 2, 14-16 Above Bar Street, Southampton, SO14 7DQ, South East",Southampton,South East,SO14 7DQ
pedestrian,Long Row,959,"21 Long Row, Nottingham, NG1 2DH, East Midlands",Nottingham,East Midlands,NG1 2DH
pedestrian,Forman Street,236,"Unit g10, The Corner House, Forman Street, Nottingham, NG1 4DB, East Midlands",Nottingham,East Midlands,NG1 4DB
pedestrian,Trinity Row,236,"Unit g10, The Corner House, Forman Street, Nottingham, NG1 4DB, East Midlands",Nottingham,East Midlands,NG1 4DB
footway,King's Walk,236,"Unit g10, The Corner House, Forman Street, Nottingham, NG1 4DB, East Midlands",Nottingham,East Midlands,NG1 4DB
footway,King's Walk,850,"29 Upper Parliament Street, Nottingham, NG1 2AP, East Midlands",Nottingham,East Midlands,NG1 2AP
tertiary,Corporation Street,411,"21 Fore Street, Taunton, TA1 1JA, South West",Taunton,South West,TA1 1JA
service,,76,"Unit 11, Manchester Fort Shopping Park, Cheetham Hill Road, Manchester, M8 8EP, North West",Manchester,North West,M8 8EP
service,,77,"Unit 11, Manchester Fort Shopping Park, Cheetham Hill Road, Manchester, M8 8EP, North West",Manchester,North West,M8 8EP
unclassified,Maryport Street,406,"6-7 Maryport Street, Devizes, SN10 1AH, South West",Devizes,South West,SN10 1AH
pedestrian,St. Peter's Gate,960,"38-40 Wheeler Gate, Nottingham, NG1 2ND, East Midlands",Nottingham,East Midlands,NG1 2ND
pedestrian,St. Peter's Gate,511,"12 Exchange Walk, Nottingham, NG1 2NX, East Midlands",Nottingham,East Midlands,NG1 2NX
cycleway,,354,"2-4 The Bridge, Taunton, TA1 1UG, South West",Taunton,South West,TA1 1UG
footway,,1024,"2 Bishops Hall, Kingston Upon Thames, KT1 1PY, Greater London",Kingston Upon Thames,Greater London,KT1 1PY
footway,,182,"11-13 Thames Street, Kingston Upon Thames, KT1 1PH, Greater London",Kingston Upon Thames,Greater London,KT1 1PH
unclassified,Wide Bargate,345,"8 Wide Bargate, Boston, PE21 6RF, East Midlands",Boston,East Midlands,PE21 6RF
pedestrian,,345,"8 Wide Bargate, Boston, PE21 6RF, East Midlands",Boston,East Midlands,PE21 6RF
unclassified,,345,"8 Wide Bargate, Boston, PE21 6RF, East Midlands",Boston,East Midlands,PE21 6RF
unclassified,Wide Bargate,345,"8 Wide Bargate, Boston, PE21 6RF, East Midlands",Boston,East Midlands,PE21 6RF
unclassified,Wide Bargate,345,"8 Wide Bargate, Boston, PE21 6RF, East Midlands",Boston,East Midlands,PE21 6RF
unclassified,Park Gate,345,"8 Wide Bargate, Boston, PE21 6RF, East Midlands",Boston,East Midlands,PE21 6RF
pedestrian,Dovecote Avenue,143,"69 High Road, London, N22 6BB, Greater London",London,Greater London,N22 6BB
primary,High Road,952,"111-113 High Road, London, N22 6BB, Greater London",London,Greater London,N22 6BB
primary,High Road,501,"Unit 1, The Mall Wood Green, High Road, London, N22 6HE, Greater London",London,Greater London,N22 6HE
service,,95,"Angel Central, 34 Parkfield Street, London, N1 0PS, Greater London",London,Greater London,N1 0PS
service,,96,"Angel Central, 34 Parkfield Street, London, N1 0PS, Greater London",London,Greater London,N1 0PS
unclassified,Whitfield Street,704,"68-70 Whitfield Street, London, W1T 4EY, Greater London",London,Greater London,W1T 4EY
footway,,981,"38 Lands Lane, Leeds, LS1 6LD, Yorkshire and the Humber",Leeds,Yorkshire and the Humber,LS1 6LD
footway,,305,"Unit ldu 1, The Basilica, 91-95 The Headrow, Leeds, LS1 6AG, Yorkshire and the Humber",Leeds,Yorkshire and the Humber,LS1 6AG
unclassified,Turl Street,380,"Unit 1, Lincoln House, Turl Street, Oxford, OX1 3DQ, South East",Oxford,South East,OX1 3DQ
unclassified,Market Street,454,"18 Cornmarket Street, Oxford, OX1 3EY, South East",Oxford,South East,OX1 3EY
primary,The Bridge,354,"2-4 The Bridge, Taunton, TA1 1UG, South West",Taunton,South West,TA1 1UG
footway,,26,"Unit 19-23, Merrion Centre, Merrion Way, Leeds, LS2 8NG, Yorkshire and the Humber",Leeds,Yorkshire and the Humber,LS2 8NG
footway,,25,"Unit 19-23, Merrion Centre, Merrion Way, Leeds, LS2 8NG, Yorkshire and the Humber",Leeds,Yorkshire and the Humber,LS2 8NG
residential,Abbey Street,426,"27 High Street, Market Harborough, LE16 7NL, East Midlands",Market Harborough,East Midlands,LE16 7NL
primary,Junction Road,30,"28 Junction Road, London, N19 5RF, Greater London",London,Greater London,N19 5RF
pedestrian,Kings Square,862,"33 St. Aldate Street, Gloucester, GL1 1RP, South West",Gloucester,South West,GL1 1RP
footway,,852,"25 Cockspur Street, London, SW1Y 5BN, Greater London",London,Greater London,SW1Y 5BN
footway,Poultry Arcade,453,"4-6 St. Peters Gate, Nottingham, NG1 2JG, East Midlands",Nottingham,East Midlands,NG1 2JG
footway,Hunt's Court,208,"11-12 Bear Street, London, WC2H 7AX, Greater London",London,Greater London,WC2H 7AX
service,,95,"Angel Central, 34 Parkfield Street, London, N1 0PS, Greater London",London,Greater London,N1 0PS
service,,96,"Angel Central, 34 Parkfield Street, London, N1 0PS, Greater London",London,Greater London,N1 0PS
footway,,880,"121-122 Upper Street, London, N1 1QP, Greater London",London,Greater London,N1 1QP
pedestrian,,769,"174 Queen Victoria Street, London, EC4V 4EG, Greater London",London,Greater London,EC4V 4EG
pedestrian,Maypole Yard,509,"Unit 2, 34-36 Clumber Street, Nottingham, NG1 3GB, East Midlands",Nottingham,East Midlands,NG1 3GB
pedestrian,Clumber Street,651,"3 Clumber Street, Nottingham, NG1 3ED, East Midlands",Nottingham,East Midlands,NG1 3ED
pedestrian,Clumber Street,235,"18 Clumber Street, Nottingham, NG1 3GA, East Midlands",Nottingham,East Midlands,NG1 3GA
pedestrian,Clumber Street,509,"Unit 2, 34-36 Clumber Street, Nottingham, NG1 3GB, East Midlands",Nottingham,East Midlands,NG1 3GB
pedestrian,Clumber Street,510,"6 Clumber Street, Nottingham, NG1 3GA, East Midlands",Nottingham,East Midlands,NG1 3GA
pedestrian,Market Square,189,"27-28 Market Square, Bromley, BR1 1NA, Greater London",Bromley,Greater London,BR1 1NA
pedestrian,Market Square,190,"157 High Street, Bromley, BR1 1JD, Greater London",Bromley,Greater London,BR1 1JD
pedestrian,High Street,189,"27-28 Market Square, Bromley, BR1 1NA, Greater London",Bromley,Greater London,BR1 1NA
pedestrian,High Street,939,"107-109 High Street, Bromley, BR1 1JQ, Greater London",Bromley,Greater London,BR1 1JQ
pedestrian,High Street,782,"108 High Street, Bromley, BR1 1HG, Greater London",Bromley,Greater London,BR1 1HG
pedestrian,High Street,503,"151-153 High Street, Bromley, BR1 1JD, Greater London",Bromley,Greater London,BR1 1JD
pedestrian,High Street,455,"Unit 1, 157 High Street, Bromley, BR1 1JD, Greater London",Bromley,Greater London,BR1 1JD
residential,Great Cumberland Mews,270,"16 Seymour Place, London, W1H 7NQ, Greater London",London,Greater London,W1H 7NQ
unclassified,Adam and Eve Street,46,"10 Adam & Eve Street, Market Harborough, LE16 7LT, East Midlands",Market Harborough,East Midlands,LE16 7LT
unclassified,Church Street,43,"20 Church Street, Market Harborough, LE16 7AA, East Midlands",Market Harborough,East Midlands,LE16 7AA
unclassified,Church Street,55,"22 Church Street, Market Harborough, LE16 7AA, East Midlands",Market Harborough,East Midlands,LE16 7AA
unclassified,Church Street,70,"28 Church Street, Market Harborough, LE16 7AA, East Midlands",Market Harborough,East Midlands,LE16 7AA
unclassified,Church Street,42,"1-3 Church Street, Market Harborough, LE16 7AA, East Midlands",Market Harborough,East Midlands,LE16 7AA
unclassified,Church Street,268,"5 Church Street, Market Harborough, LE16 7AA, East Midlands",Market Harborough,East Midlands,LE16 7AA
unclassified,Church Square,42,"1-3 Church Street, Market Harborough, LE16 7AA, East Midlands",Market Harborough,East Midlands,LE16 7AA
unclassified,Church Square,268,"5 Church Street, Market Harborough, LE16 7AA, East Midlands",Market Harborough,East Midlands,LE16 7AA
tertiary,Pinstone Street,555,"95 Pinstone Street, Sheffield, S1 2HJ, Yorkshire and the Humber",Sheffield,Yorkshire and the Humber,S1 2HJ
unclassified,Market Place,121,"6 Market Place, London, W1W 8AF, Greater London",London,Greater London,W1W 8AF
unclassified,Spring Gardens,1021,"Marshalls Yard, Gainsborough, DN21 2NA, East Midlands",Gainsborough,East Midlands,DN21 2NA
footway,,1003,"17-21 Leicester Square, London, WC2H 7LE, Greater London",London,Greater London,WC2H 7LE
footway,,545,"30 Leicester Square, London, WC2H 7JZ, Greater London",London,Greater London,WC2H 7JZ
primary,Oxford Street,106,"4 Oxford Street, London, W1D 1AL, Greater London",London,Greater London,W1D 1AL
primary,Oxford Street,1005,"1 Tottenham Court Road, London, W1T 1BA, Greater London",London,Greater London,W1T 1BA
unclassified,John Street,910,"2 Queen Street, Market Rasen, LN8 3EH, East Midlands",Market Rasen,East Midlands,LN8 3EH
primary,Queen Street,909,"43-45 Queen Street, Market Rasen, LN8 3EN, East Midlands",Market Rasen,East Midlands,LN8 3EN
primary,Queen Street,910,"2 Queen Street, Market Rasen, LN8 3EH, East Midlands",Market Rasen,East Midlands,LN8 3EH
secondary,George Street,910,"2 Queen Street, Market Rasen, LN8 3EH, East Midlands",Market Rasen,East Midlands,LN8 3EH
residential,Praed Mews,865,"32 Norfolk Place, London, W2 1QH, Greater London",London,Greater London,W2 1QH
residential,Praed Mews,867,"31 Norfolk Place, London, W2 1QH, Greater London",London,Greater London,W2 1QH
residential,Praed Mews,830,"30 Norfolk Place, London, W2 1QH, Greater London",London,Greater London,W2 1QH
footway,,990,"12 King Street, Twickenham, TW1 3SN, Greater London",Twickenham,Greater London,TW1 3SN
unclassified,Greenwich Church Street,697,"60 Greenwich Church Street, London, SE10 9BL, Greater London",London,Greater London,SE10 9BL
residential,Welland Street,697,"60 Greenwich Church Street, London, SE10 9BL, Greater London",London,Greater London,SE10 9BL
footway,,1012,"47 High Street, Beckenham, BR3 1AW, Greater London",Beckenham,Greater London,BR3 1AW
footway,,1014,"20 High Street, Beckenham, BR3 1AY, Greater London",Beckenham,Greater London,BR3 1AY
unclassified,Winsley Street,761,"33 Eastcastle Street, London, W1W 8ET, Greater London",London,Greater London,W1W 8ET
pedestrian,Fargate,249,"Unit 2a, 30 Fargate, Sheffield, S1 2HE, Yorkshire and the Humber",Sheffield,Yorkshire and the Humber,S1 2HE
pedestrian,,48,"Broadway Shopping Centre Bexleyheath, 76 Broadway, Bexleyheath, DA6 7JJ, Greater London",Bexleyheath,Greater London,DA6 7JJ
pedestrian,,49,"Broadway Shopping Centre Bexleyheath, 76 Broadway, Bexleyheath, DA6 7JJ, Greater London",Bexleyheath,Greater London,DA6 7JJ
pedestrian,,709,"Unit 8, Kensington Arcade, Kensington High Street, London, W8 5SF, Greater London",London,Greater London,W8 5SF
pedestrian,,709,"Unit 8, Kensington Arcade, Kensington High Street, London, W8 5SF, Greater London",London,Greater London,W8 5SF
residential,Russell Street,834,"1 Russell Street, Chester, CH3 5AL, North West",Chester,North West,CH3 5AL
cycleway,,834,"1 Russell Street, Chester, CH3 5AL, North West",Chester,North West,CH3 5AL
footway,Eastgate Street North Row,446,"11-13 Eastgate Street, Chester, CH1 1LG, North West",Chester,North West,CH1 1LG
steps,Bridge Street Rows,654,"42 Bridge Street, Chester, CH1 1NQ, North West",Chester,North West,CH1 1NQ
steps,Bridge Street Rows,461,"37 Bridge Street Row East, Chester, CH1 1NW, North West",Chester,North West,CH1 1NW
footway,Bridge Street West Row,547,"30 Bridge Street, Chester, CH1 1NQ, North West",Chester,North West,CH1 1NQ
footway,Watergate Street Rows,438,"12 Watergate Street, Chester, CH1 2LA, North West",Chester,North West,CH1 2LA
footway,Watergate Street South Row,438,"12 Watergate Street, Chester, CH1 2LA, North West",Chester,North West,CH1 2LA
service,,265,"Unit 13, Thurmaston Shopping Park, Barkby Thorpe Lane, Leicester, LE4 8GP, East Midlands",Leicester,East Midlands,LE4 8GP
service,,265,"Unit 13, Thurmaston Shopping Park, Barkby Thorpe Lane, Leicester, LE4 8GP, East Midlands",Leicester,East Midlands,LE4 8GP
primary,Buckingham Palace Road,153,"97 Buckingham Palace Road, London, SW1W 0RP, Greater London",London,Greater London,SW1W 0RP
footway,Bridge Street Rows,547,"30 Bridge Street, Chester, CH1 1NQ, North West",Chester,North West,CH1 1NQ
footway,Commonhall Street,276,"31-31 Bridge Street, Chester, CH1 1NG, North West",Chester,North West,CH1 1NG
footway,Commonhall Street,547,"30 Bridge Street, Chester, CH1 1NQ, North West",Chester,North West,CH1 1NQ
